external_id;ywp_id;ywp_year;ywp_name;actorID;bc_id;conflictID;bc_name;bwd_id;bwd_name;key1;country1;country2;locationid1;locationid2;external_exists;external_name;external_nameid;external_alleged;external_type_X;external_type_Y;external_type_L;external_type_W;external_type_M;external_type_T;external_type_$;external_type_I;external_type_O;external_type_U;external_type_text;external_type_code
77;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Azerbaijan;373;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
78;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Belgium;211;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
79;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Bulgaria;355;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
80;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Canada;20;0;1;0;0;0;0;1;0;0;0;0;Troops as secondary warring party, Training/Expertise;XT
81;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Croatia;344;0;1;0;0;0;0;1;0;0;0;0;Troops as secondary warring party, Training/Expertise;XT
82;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Czech Republic;316;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
83;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Denmark;390;0;1;0;0;0;0;1;0;0;0;0;Troops as secondary warring party, Training/Expertise;XT
84;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Estonia;366;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
85;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Finland;375;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
86;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;France;220;0;1;0;0;0;0;1;0;0;0;0;Troops as secondary warring party, Training/Expertise;XT
87;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Georgia;372;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
88;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Germany;260;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
89;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Greece;350;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
90;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Hungary;310;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
91;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Iceland;395;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
92;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Ireland;205;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
93;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Italy;325;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
94;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Jordan;663;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
95;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Latvia;367;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
96;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Lithuania;368;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
97;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Luxembourg;212;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
98;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Macedonia;343;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
99;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Netherlands;210;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
100;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;New Zealand;920;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
101;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Norway;385;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
102;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Pakistan;770;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
103;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Poland;290;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
104;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Portugal;235;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
105;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Romania;360;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
106;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Romania;360;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
107;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Slovakia;317;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
108;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Slovenia;349;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
109;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Spain;230;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
110;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Sweden;380;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
111;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Switzerland;225;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
112;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Turkey;640;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
113;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Ukraine;369;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
114;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;United Kingdom;200;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
115;8258;2008;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2008137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;United States;2;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
116;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Albania;339;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
117;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Australia;900;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
118;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Austria;305;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
119;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Azerbaijan;373;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
120;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Belgium;211;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
121;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Bosnia-Herzegovina;346;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
122;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Bulgaria;355;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
123;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Canada;20;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
124;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Croatia;344;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
125;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Czech Republic;316;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
126;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Denmark;390;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
127;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Estonia;366;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
128;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Finland;375;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
129;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;France;220;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
130;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Georgia;372;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
131;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Germany;260;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
132;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Greece;350;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
133;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Hungary;310;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
134;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Iceland;395;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
135;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Ireland;205;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
136;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Italy;325;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
137;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Jordan;663;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
138;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Latvia;367;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
139;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Lithuania;368;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
140;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Luxembourg;212;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
141;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Macedonia;343;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
142;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Netherlands;210;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
143;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;New Zealand;920;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
144;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Norway;385;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
145;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Pakistan;770;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
146;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Poland;290;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
147;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Portugal;235;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
148;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Romania;360;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
149;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Singapore;830;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
150;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Slovakia;317;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
151;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Slovenia;349;0;1;0;0;0;0;0;0;0;0;0;Troops as secondary warring party;X
152;8618;2009;Government of Afghanistan;700;189;137;Afghanistan;412;Government of Afghanistan - Hizb-i Islami-yi Afghanistan;2009137Government of Afghanistan - Hizb-i Islami-yi Afghanistan;Afghanistan;;700;0;1;Spain;230;0;1;0;0;0;1;1;0;0;0;0;Troops as secondary warring party, Materiel/Logistics, Training/Expertise;XMT
